selected,word,phonology,contrast,contrastGroup,source,syllableCount,syllableTemplate,syllable1,syllable2,phones,phoneLength,orthLength,ipaTarget,ttsText,phonologicalNeighborhoodSize,nearestRealWordDistance,nearestRealWords,englishZipfFrequency,selectionScore
0,danmek,easy,control,,generated,2,CVC-CVC,dan,mek,D AE N M EH K,6,6,/dænmɛk/,dan-mek,0,3,amev|amick|anac|annick|dahnke|dammed|dammer|damned|damns|damp,0.0,1.6094
0,danmem,easy,control,,generated,2,CVC-CVC,dan,mem,D AE N M EH M,6,6,/dænmɛm/,dan-mem,0,3,amev|annum|dammed|dammer|damned|damns|damp|dams|dance|danna,0.0,1.6094
0,dannek,easy,control,,generated,2,CVC-CVC,dan,nek,D AE N N EH K,6,6,/dænnɛk/,dan-nek,0,3,anac|annick|dahnke|dance|dank|danna|danner|dannie|danny|dant,0.0,1.6094
0,dannem,easy,control,,generated,2,CVC-CVC,dan,nem,D AE N N EH M,6,6,/dænnɛm/,dan-nem,0,3,annum|dance|danna|danner|dannie|danny|dant|danz,0.0,1.6094
0,danpek,easy,control,,generated,2,CVC-CVC,dan,pek,D AE N P EH K,6,6,/dænpɛk/,dan-pek,0,3,anac|annick|apec|dahnke|damp|dance|dank|danna|danner|dannie,0.0,1.6094
0,dapkek,easy,control,,generated,2,CVC-CVC,dap,kek,D AE P K EH K,6,6,/dæpkɛk/,dap-kek,0,3,apec|dachau|dacs|dahnke|dank|dapper|dax|dhaka|dhaka|doepke,0.0,1.6094
0,dapkem,easy,control,,generated,2,CVC-CVC,dap,kem,D AE P K EH M,6,6,/dæpkɛm/,dap-kem,0,3,dachau|dacs|dahnke|dank|dapper|dax|dhaka|dhaka|doepke|pm,0.0,1.6094
0,dapken,easy,control,,generated,2,CVC-CVC,dap,ken,D AE P K EH N,6,6,/dæpkɛn/,dap-ken,0,3,achorn|dachau|dacs|dahnke|dank|dapper|dax|dhaka|dhaka|doepke,0.0,1.6094
0,dapmek,easy,control,,generated,2,CVC-CVC,dap,mek,D AE P M EH K,6,6,/dæpmɛk/,dap-mek,0,3,amev|amick|apec|dahnke|dammed|dammer|damned|damns|damp|dams,0.0,1.6094
0,dapnek,easy,control,,generated,2,CVC-CVC,dap,nek,D AE P N EH K,6,6,/dæpnɛk/,dap-nek,0,3,anac|annick|apec|dahnke|dance|dank|danna|danner|dannie|danny,0.0,1.6094
0,daskek,easy,control,,generated,2,CVC-CVC,das,kek,D AE S K EH K,6,6,/dæskɛk/,das-kek,0,3,ascii|aska|asked|asker|asko|asks|asset|bask|basque|cask,0.0,1.6094
0,dasmek,easy,control,,generated,2,CVC-CVC,das,mek,D AE S M EH K,6,6,/dæsmɛk/,das-mek,0,3,amev|amick|asset|bask|basque|cask|dahnke|dammed|dammer|damned,0.0,1.6094
0,dekkak,easy,control,,generated,2,CVC-CVC,dek,kak,D EH K K AE K,6,6,/dɛkkæk/,dek-kak,0,3,clack|crack|decca|decked|decker|decks|deco|dekker|delk|denk,0.0,1.6094
0,dekkam,easy,control,,generated,2,CVC-CVC,dek,kam,D EH K K AE M,6,6,/dɛkkæm/,dek-kam,0,3,clam|cram|decca|decked|decker|decks|deco|dekker|delk|denk,0.0,1.6094
0,dekkan,easy,control,,generated,2,CVC-CVC,dek,kan,D EH K K AE N,6,6,/dɛkkæn/,dek-kan,0,3,clan|decca|decked|decker|decks|deco|dekker|delk|denk|desk,0.0,1.6094
0,dekkik,easy,control,,generated,2,CVC-CVC,dek,kik,D EH K K IH K,6,6,/dɛkkɪk/,dek-kik,0,3,click|crick|cwik|decca|decked|decker|decks|deco|dekker|delk,0.0,1.6094
0,dekmak,easy,control,,generated,2,CVC-CVC,dek,mak,D EH K M AE K,6,6,/dɛkmæk/,dek-mak,0,3,clack|crack|decca|decked|decker|decks|deco|dehmer|dekker|delk,0.0,1.6094
0,dekmam,easy,control,,generated,2,CVC-CVC,dek,mam,D EH K M AE M,6,6,/dɛkmæm/,dek-mam,0,3,clam|cram|decca|decked|decker|decks|deco|dehmer|dekker|demay,0.0,1.6094
0,deknak,easy,control,,generated,2,CVC-CVC,dek,nak,D EH K N AE K,6,6,/dɛknæk/,dek-nak,0,3,anac|clack|crack|decca|decked|decker|decks|deco|dehner|dekker,0.0,1.6094
0,deknam,easy,control,,generated,2,CVC-CVC,dek,nam,D EH K N AE M,6,6,/dɛknæm/,dek-nam,0,3,clam|cram|decca|decked|decker|decks|deco|dehner|dekker|dengue,0.0,1.6094
0,deknan,easy,control,,generated,2,CVC-CVC,dek,nan,D EH K N AE N,6,6,/dɛknæn/,dek-nan,0,3,clan|decca|decked|decker|decks|deco|dehner|dekker|dengue|denner,0.0,1.6094
0,dekpak,easy,control,,generated,2,CVC-CVC,dek,pak,D EH K P AE K,6,6,/dɛkpæk/,dek-pak,0,3,aipac|clack|crack|decca|decked|decker|decks|deco|dekker|delk,0.0,1.6094
0,dekpam,easy,control,,generated,2,CVC-CVC,dek,pam,D EH K P AE M,6,6,/dɛkpæm/,dek-pam,0,3,clam|cram|decca|decked|decker|decks|deco|dekker|delp|depo,0.0,1.6094
0,demkak,easy,control,,generated,2,CVC-CVC,dem,kak,D EH M K AE K,6,6,/dɛmkæk/,dem-kak,0,3,decca|decked|decker|decks|deco|dehmer|dekker|delk|demay|demi,0.0,1.6094
0,demkam,easy,control,,generated,2,CVC-CVC,dem,kam,D EH M K AE M,6,6,/dɛmkæm/,dem-kam,0,3,decca|decked|decker|decks|deco|dehmer|dekker|delk|demay|demi,0.0,1.6094
0,demkan,easy,control,,generated,2,CVC-CVC,dem,kan,D EH M K AE N,6,6,/dɛmkæn/,dem-kan,0,3,decca|decked|decker|decks|deco|dehmer|dekker|delk|demay|demi,0.0,1.6094
0,demmak,easy,control,,generated,2,CVC-CVC,dem,mak,D EH M M AE K,6,6,/dɛmmæk/,dem-mak,0,3,dehmer|delk|demay|demi|demmer|demo|denk|desk|domke|emick,0.0,1.6094
0,demmam,easy,control,,generated,2,CVC-CVC,dem,mam,D EH M M AE M,6,6,/dɛmmæm/,dem-mam,0,3,dehmer|demay|demi|demmer|demo|dram|imam,0.0,1.6094
0,demman,easy,control,,generated,2,CVC-CVC,dem,man,D EH M M AE N,6,6,/dɛmmæn/,dem-man,0,3,dehmer|demay|demi|demmer|demo|diahann|diane|dianne|duan|duran,0.0,1.6094
0,demnak,easy,control,,generated,2,CVC-CVC,dem,nak,D EH M N AE K,6,6,/dɛmnæk/,dem-nak,0,3,anac|dehmer|dehner|delk|demay|demi|demmer|demo|dengue|denk,0.0,1.6094
0,demnam,easy,control,,generated,2,CVC-CVC,dem,nam,D EH M N AE M,6,6,/dɛmnæm/,dem-nam,0,3,dehmer|dehner|demay|demi|demmer|demo|dengue|denner|denney|dennie,0.0,1.6094
0,demnan,easy,control,,generated,2,CVC-CVC,dem,nan,D EH M N AE N,6,6,/dɛmnæn/,dem-nan,0,3,dehmer|dehner|demay|demi|demmer|demo|dengue|denner|denney|dennie,0.0,1.6094
0,dempam,easy,control,,generated,2,CVC-CVC,dem,pam,D EH M P AE M,6,6,/dɛmpæm/,dem-pam,0,3,cemp|damp|dehmer|delp|demay|demi|demmer|demo|depo|depoy,0.0,1.6094
0,denkak,easy,control,,generated,2,CVC-CVC,den,kak,D EH N K AE K,6,6,/dɛnkæk/,den-kak,0,3,anac|decca|decked|decker|decks|deco|dehner|dekker|delk|dengue,0.0,1.6094
0,denkam,easy,control,,generated,2,CVC-CVC,den,kam,D EH N K AE M,6,6,/dɛnkæm/,den-kam,0,3,decca|decked|decker|decks|deco|dehner|dekker|delk|dengue|denk,0.0,1.6094
0,denkan,easy,control,,generated,2,CVC-CVC,den,kan,D EH N K AE N,6,6,/dɛnkæn/,den-kan,0,3,decca|decked|decker|decks|deco|dehner|dekker|delk|dengue|denk,0.0,1.6094
0,denmak,easy,control,,generated,2,CVC-CVC,den,mak,D EH N M AE K,6,6,/dɛnmæk/,den-mak,0,3,anac|dehmer|dehner|delk|demay|demi|demmer|demo|dengue|denk,0.0,1.6094
0,denmam,easy,control,,generated,2,CVC-CVC,den,mam,D EH N M AE M,6,6,/dɛnmæm/,den-mam,0,3,dehmer|dehner|demay|demi|demmer|demo|dengue|denner|denney|dennie,0.0,1.6094
0,dennak,easy,control,,generated,2,CVC-CVC,den,nak,D EH N N AE K,6,6,/dɛnnæk/,den-nak,0,3,anac|dehner|delk|dengue|denk|denner|denney|dennie|denno|denny,0.0,1.6094
0,dennam,easy,control,,generated,2,CVC-CVC,den,nam,D EH N N AE M,6,6,/dɛnnæm/,den-nam,0,3,dehner|dengue|denner|denney|dennie|denno|denny|dens|densch|dense,0.0,1.6094
0,dennan,easy,control,,generated,2,CVC-CVC,den,nan,D EH N N AE N,6,6,/dɛnnæn/,den-nan,0,3,dehner|dengue|denner|denney|dennie|denno|denny|dens|densch|dense,0.0,1.6094
0,denpak,easy,control,,generated,2,CVC-CVC,den,pak,D EH N P AE K,6,6,/dɛnpæk/,den-pak,0,3,aipac|anac|dehner|delk|delp|dengue|denk|denner|denney|dennie,0.0,1.6094
0,denpam,easy,control,,generated,2,CVC-CVC,den,pam,D EH N P AE M,6,6,/dɛnpæm/,den-pam,0,3,dehner|delp|dengue|denner|denney|dennie|denno|denny|dens|densch,0.0,1.6094
0,depkak,easy,control,,generated,2,CVC-CVC,dep,kak,D EH P K AE K,6,6,/dɛpkæk/,dep-kak,0,3,aipac|decca|decked|decker|decks|deco|dekker|delk|denk|depo,0.0,1.6094
0,depkam,easy,control,,generated,2,CVC-CVC,dep,kam,D EH P K AE M,6,6,/dɛpkæm/,dep-kam,0,3,decca|decked|decker|decks|deco|dekker|delk|denk|depo|depoy,0.0,1.6094
0,depkan,easy,control,,generated,2,CVC-CVC,dep,kan,D EH P K AE N,6,6,/dɛpkæn/,dep-kan,0,3,decca|decked|decker|decks|deco|dekker|delk|denk|depo|depoy,0.0,1.6094
0,depmak,easy,control,,generated,2,CVC-CVC,dep,mak,D EH P M AE K,6,6,/dɛpmæk/,dep-mak,0,3,aipac|dehmer|delk|demay|demi|demmer|demo|denk|depo|depoy,0.0,1.6094
0,depmam,easy,control,,generated,2,CVC-CVC,dep,mam,D EH P M AE M,6,6,/dɛpmæm/,dep-mam,0,3,dehmer|demay|demi|demmer|demo|depo|depoy|depth|dram|imam,0.0,1.6094
0,depman,easy,control,,generated,2,CVC-CVC,dep,man,D EH P M AE N,6,6,/dɛpmæn/,dep-man,0,3,dehmer|demay|demi|demmer|demo|depo|depoy|depth|diahann|diane,0.0,1.6094
0,depnak,easy,control,,generated,2,CVC-CVC,dep,nak,D EH P N AE K,6,6,/dɛpnæk/,dep-nak,0,3,aipac|anac|dehner|delk|dengue|denk|denner|denney|dennie|denno,0.0,1.6094
0,depnam,easy,control,,generated,2,CVC-CVC,dep,nam,D EH P N AE M,6,6,/dɛpnæm/,dep-nam,0,3,dehner|dengue|denner|denney|dennie|denno|denny|dens|densch|dense,0.0,1.6094
0,depnan,easy,control,,generated,2,CVC-CVC,dep,nan,D EH P N AE N,6,6,/dɛpnæn/,dep-nan,0,3,dehner|dengue|denner|denney|dennie|denno|denny|dens|densch|dense,0.0,1.6094
0,deppak,easy,control,,generated,2,CVC-CVC,dep,pak,D EH P P AE K,6,6,/dɛppæk/,dep-pak,0,3,aipac|delk|delp|denk|depo|depoy|depth|desk|doepke|epic,0.0,1.6094
0,desmam,easy,control,,generated,2,CVC-CVC,des,mam,D EH S M AE M,6,6,/dɛsmæm/,des-mam,0,3,dehmer|demay|demi|demmer|demo|desk|dest|dram|imam|scam,0.0,1.6094
0,detkak,easy,control,,generated,2,CVC-CVC,det,kak,D EH T K AE K,6,6,/dɛtkæk/,det-kak,0,3,attack|debtor|debts|decca|decked|decker|decks|deco|dekker|delk,0.0,1.6094
0,detkam,easy,control,,generated,2,CVC-CVC,det,kam,D EH T K AE M,6,6,/dɛtkæm/,det-kam,0,3,debtor|debts|decca|decked|decker|decks|deco|dekker|delk|denk,0.0,1.6094
0,detkan,easy,control,,generated,2,CVC-CVC,det,kan,D EH T K AE N,6,6,/dɛtkæn/,det-kan,0,3,debtor|debts|decca|decked|decker|decks|deco|dekker|delk|denk,0.0,1.6094
0,detmak,easy,control,,generated,2,CVC-CVC,det,mak,D EH T M AE K,6,6,/dɛtmæk/,det-mak,0,3,attack|debtor|debts|dehmer|delk|demay|demi|demmer|demo|denk,0.0,1.6094
0,detnak,easy,control,,generated,2,CVC-CVC,det,nak,D EH T N AE K,6,6,/dɛtnæk/,det-nak,0,3,aetna|anac|attack|debtor|debts|dehner|delk|dengue|denk|denner,0.0,1.6094
0,dikkak,easy,control,,generated,2,CVC-CVC,dik,kak,D IH K K AE K,6,6,/dɪkkæk/,dik-kak,0,3,clack|crack|decay|decou|dhaka|dicker|dickes|dickey|dickie|dicks,0.0,1.6094
0,dikkam,easy,control,,generated,2,CVC-CVC,dik,kam,D IH K K AE M,6,6,/dɪkkæm/,dik-kam,0,3,clam|cram|decay|decou|dhaka|dicker|dickes|dickey|dickie|dicks,0.0,1.6094
0,dikkan,easy,control,,generated,2,CVC-CVC,dik,kan,D IH K K AE N,6,6,/dɪkkæn/,dik-kan,0,3,clan|decay|decou|dhaka|diahann|diane|dianne|dicker|dickes|dickey,0.0,1.6094
0,dikkek,easy,control,,generated,2,CVC-CVC,dik,kek,D IH K K EH K,6,6,/dɪkkɛk/,dik-kek,0,3,creque|decay|decou|dicker|dickes|dickey|dickie|dicks|dicky|dink,0.0,1.6094
0,dikkem,easy,control,,generated,2,CVC-CVC,dik,kem,D IH K K EH M,6,6,/dɪkkɛm/,dik-kem,0,3,clem|decay|decou|dicker|dickes|dickey|dickie|dicks|dicky|difm,0.0,1.6094
0,dikken,easy,control,,generated,2,CVC-CVC,dik,ken,D IH K K EH N,6,6,/dɪkkɛn/,dik-ken,0,3,cayenne|cayenne|decay|decou|dicker|dickes|dickey|dickie|dicks|dicky,0.0,1.6094
0,dikmak,easy,control,,generated,2,CVC-CVC,dik,mak,D IH K M AE K,6,6,/dɪkmæk/,dik-mak,0,3,clack|crack|decay|decou|demur|dhaka|dicker|dickes|dickey|dickie,0.0,1.6094
0,dikmam,easy,control,,generated,2,CVC-CVC,dik,mam,D IH K M AE M,6,6,/dɪkmæm/,dik-mam,0,3,clam|cram|decay|decou|demur|dhaka|dicker|dickes|dickey|dickie,0.0,1.6094
0,diknam,easy,control,,generated,2,CVC-CVC,dik,nam,D IH K N AE M,6,6,/dɪknæm/,dik-nam,0,3,clam|cram|decay|decou|denault|deneau|deneault|deny|dhaka|dicker,0.0,1.6094
0,diknek,easy,control,,generated,2,CVC-CVC,dik,nek,D IH K N EH K,6,6,/dɪknɛk/,dik-nek,0,3,creque|decay|decou|denault|deneau|deneault|deny|dicker|dickes|dickey,0.0,1.6094
0,dikpak,easy,control,,generated,2,CVC-CVC,dik,pak,D IH K P AE K,6,6,/dɪkpæk/,dik-pak,0,3,aipac|clack|crack|decay|decou|dhaka|dicker|dickes|dickey|dickie,0.0,1.6094
0,dikpam,easy,control,,generated,2,CVC-CVC,dik,pam,D IH K P AE M,6,6,/dɪkpæm/,dik-pam,0,3,clam|cram|decay|decou|dhaka|dicker|dickes|dickey|dickie|dicks,0.0,1.6094
0,dikpan,easy,control,,generated,2,CVC-CVC,dik,pan,D IH K P AE N,6,6,/dɪkpæn/,dik-pan,0,3,clan|decay|decou|dhaka|diahann|diane|dianne|dicker|dickes|dickey,0.0,1.6094
0,diktak,easy,control,,generated,2,CVC-CVC,dik,tak,D IH K T AE K,6,6,/dɪktæk/,dik-tak,0,3,attack|chicked|clack|crack|decay|decked|decou|deter|dhaka|dicker,0.0,1.6094
0,dimkak,easy,control,,generated,2,CVC-CVC,dim,kak,D IH M K AE K,6,6,/dɪmkæk/,dim-kak,0,3,decay|decou|demur|dhaka|dicker|dickes|dickey|dickie|dicks|dicky,0.0,1.6094
0,dimkam,easy,control,,generated,2,CVC-CVC,dim,kam,D IH M K AE M,6,6,/dɪmkæm/,dim-kam,0,3,decay|decou|demur|dhaka|dicker|dickes|dickey|dickie|dicks|dicky,0.0,1.6094
0,dimkan,easy,control,,generated,2,CVC-CVC,dim,kan,D IH M K AE N,6,6,/dɪmkæn/,dim-kan,0,3,decay|decou|demur|dhaka|diahann|diane|dianne|dicker|dickes|dickey,0.0,1.6094
0,dimkem,easy,control,,generated,2,CVC-CVC,dim,kem,D IH M K EH M,6,6,/dɪmkɛm/,dim-kem,0,3,decay|decou|demur|dicker|dickes|dickey|dickie|dicks|dicky|difm,0.0,1.6094
0,dimmak,easy,control,,generated,2,CVC-CVC,dim,mak,D IH M M AE K,6,6,/dɪmmæk/,dim-mak,0,3,demur|difm|dimmed|dimmer|dims|dink|disc|disk|disque|domke,0.0,1.6094
0,dimmam,easy,control,,generated,2,CVC-CVC,dim,mam,D IH M M AE M,6,6,/dɪmmæm/,dim-mam,0,3,demur|difm|dimmed|dimmer|dims|dram|imam,0.0,1.6094
0,dimman,easy,control,,generated,2,CVC-CVC,dim,man,D IH M M AE N,6,6,/dɪmmæn/,dim-man,0,3,demur|diahann|diane|dianne|difm|dimmed|dimmer|dims|duan|duran,0.0,1.6094
0,dimnak,easy,control,,generated,2,CVC-CVC,dim,nak,D IH M N AE K,6,6,/dɪmnæk/,dim-nak,0,3,anac|demur|denault|deneau|deneault|deny|dimmed|dimmer|dims|dink,0.0,1.6094
0,dimnam,easy,control,,generated,2,CVC-CVC,dim,nam,D IH M N AE M,6,6,/dɪmnæm/,dim-nam,0,3,demur|denault|deneau|deneault|deny|difm|dimmed|dimmer|dims|dinner,0.0,1.6094
0,dimpak,easy,control,,generated,2,CVC-CVC,dim,pak,D IH M P AE K,6,6,/dɪmpæk/,dim-pak,0,3,aipac|chimp|damp|demur|dimmed|dimmer|dims|dink|dipped|dipper,0.0,1.6094
0,dimpam,easy,control,,generated,2,CVC-CVC,dim,pam,D IH M P AE M,6,6,/dɪmpæm/,dim-pam,0,3,chimp|damp|demur|difm|dimmed|dimmer|dims|dipped|dipper|dippy,0.0,1.6094
0,dinkak,easy,control,,generated,2,CVC-CVC,din,kak,D IH N K AE K,6,6,/dɪnkæk/,din-kak,0,3,anac|decay|decou|denault|deneau|deneault|deny|dhaka|dicker|dickes,0.0,1.6094
0,dinkam,easy,control,,generated,2,CVC-CVC,din,kam,D IH N K AE M,6,6,/dɪnkæm/,din-kam,0,3,decay|decou|denault|deneau|deneault|deny|dhaka|dicker|dickes|dickey,0.0,1.6094
0,dinkan,easy,control,,generated,2,CVC-CVC,din,kan,D IH N K AE N,6,6,/dɪnkæn/,din-kan,0,3,decay|decou|denault|deneau|deneault|deny|dhaka|diahann|diane|dianne,0.0,1.6094
0,dinkek,easy,control,,generated,2,CVC-CVC,din,kek,D IH N K EH K,6,6,/dɪnkɛk/,din-kek,0,3,decay|decou|denault|deneau|deneault|deny|dicker|dickes|dickey|dickie,0.0,1.6094
0,dinmam,easy,control,,generated,2,CVC-CVC,din,mam,D IH N M AE M,6,6,/dɪnmæm/,din-mam,0,3,demur|denault|deneau|deneault|deny|difm|dimmed|dimmer|dims|dinner,0.0,1.6094
0,dinnak,easy,control,,generated,2,CVC-CVC,din,nak,D IH N N AE K,6,6,/dɪnnæk/,din-nak,0,3,anac|denault|deneau|deneault|deny|dink|dinner|dinse|dint|disc,0.0,1.6094
0,dinnam,easy,control,,generated,2,CVC-CVC,din,nam,D IH N N AE M,6,6,/dɪnnæm/,din-nam,0,3,denault|deneau|deneault|deny|difm|dinner|dinse|dint|dram|inaez,0.0,1.6094
0,dinpak,easy,control,,generated,2,CVC-CVC,din,pak,D IH N P AE K,6,6,/dɪnpæk/,din-pak,0,3,aipac|anac|denault|deneau|deneault|deny|dink|dinner|dinse|dint,0.0,1.6094
0,dipkak,easy,control,,generated,2,CVC-CVC,dip,kak,D IH P K AE K,6,6,/dɪpkæk/,dip-kak,0,3,aipac|decay|decou|dhaka|dicker|dickes|dickey|dickie|dicks|dicky,0.0,1.6094
0,dipkam,easy,control,,generated,2,CVC-CVC,dip,kam,D IH P K AE M,6,6,/dɪpkæm/,dip-kam,0,3,decay|decou|dhaka|dicker|dickes|dickey|dickie|dicks|dicky|difm,0.0,1.6094
0,dipkan,easy,control,,generated,2,CVC-CVC,dip,kan,D IH P K AE N,6,6,/dɪpkæn/,dip-kan,0,3,decay|decou|dhaka|diahann|diane|dianne|dicker|dickes|dickey|dickie,0.0,1.6094
0,dipkek,easy,control,,generated,2,CVC-CVC,dip,kek,D IH P K EH K,6,6,/dɪpkɛk/,dip-kek,0,3,apec|decay|decou|dicker|dickes|dickey|dickie|dicks|dicky|dink,0.0,1.6094
0,dipmak,easy,control,,generated,2,CVC-CVC,dip,mak,D IH P M AE K,6,6,/dɪpmæk/,dip-mak,0,3,aipac|demur|difm|dimmed|dimmer|dims|dink|dipped|dipper|dippy,0.0,1.6094
0,dipmam,easy,control,,generated,2,CVC-CVC,dip,mam,D IH P M AE M,6,6,/dɪpmæm/,dip-mam,0,3,demur|difm|dimmed|dimmer|dims|dipped|dipper|dippy|dips|dram,0.0,1.6094
0,dipnak,easy,control,,generated,2,CVC-CVC,dip,nak,D IH P N AE K,6,6,/dɪpnæk/,dip-nak,0,3,aipac|anac|denault|deneau|deneault|deny|dink|dinner|dinse|dint,0.0,1.6094
0,dippak,easy,control,,generated,2,CVC-CVC,dip,pak,D IH P P AE K,6,6,/dɪppæk/,dip-pak,0,3,aipac|dink|dipped|dipper|dippy|dips|disc|disk|disque|doepke,0.0,1.6094
0,ditkak,easy,control,,generated,2,CVC-CVC,dit,kak,D IH T K AE K,6,6,/dɪtkæk/,dit-kak,0,3,attack|decay|decou|deter|dhaka|dicker|dickes|dickey|dickie|dicks,0.0,1.6094
0,ditmak,easy,control,,generated,2,CVC-CVC,dit,mak,D IH T M AE K,6,6,/dɪtmæk/,dit-mak,0,3,attack|demur|deter|difm|dimmed|dimmer|dims|dink|disc|disk,0.0,1.6094
0,dokkak,easy,control,,generated,2,CVC-CVC,dok,kak,D AA K K AE K,6,6,/dɑkkæk/,dok-kak,0,3,clack|crack|dahlke|dark|darke|dhaka|dhaka|docie|docked|docker,0.0,1.6094
0,dokkam,easy,control,,generated,2,CVC-CVC,dok,kam,D AA K K AE M,6,6,/dɑkkæm/,dok-kam,0,3,clam|cram|dahlke|dark|darke|dhaka|dhaka|docie|docked|docker,0.0,1.6094
0,dokkek,easy,control,,generated,2,CVC-CVC,dok,kek,D AA K K EH K,6,6,/dɑkkɛk/,dok-kek,0,3,creque|dahlke|dark|darke|dhaka|docie|docked|docker|docks|docs,0.0,1.6094
0,dokmam,easy,control,,generated,2,CVC-CVC,dok,mam,D AA K M AE M,6,6,/dɑkmæm/,dok-mam,0,3,clam|cram|dahmer|dahms|dama|dhaka|dhaka|docie|docked|docker,0.0,1.6094
0,dokman,easy,control,,generated,2,CVC-CVC,dok,man,D AA K M AE N,6,6,/dɑkmæn/,dok-man,0,3,aachen|ahmann|aman|amen|amin|amon|clan|dahmer|dahms|dama,0.0,1.6094
0,doknak,easy,control,,generated,2,CVC-CVC,dok,nak,D AA K N AE K,6,6,/dɑknæk/,dok-nak,0,3,anac|clack|crack|dahlke|dani|dano|dark|darke|darn|dhaka,0.0,1.6094
0,doknam,easy,control,,generated,2,CVC-CVC,dok,nam,D AA K N AE M,6,6,/dɑknæm/,dok-nam,0,3,clam|cram|dani|dano|darn|dhaka|dhaka|docie|docked|docker,0.0,1.6094
0,dokpak,easy,control,,generated,2,CVC-CVC,dok,pak,D AA K P AE K,6,6,/dɑkpæk/,dok-pak,0,3,aipac|clack|crack|dahlke|dark|darke|dhaka|dhaka|docie|docked,0.0,1.6094
0,dommam,easy,control,,generated,2,CVC-CVC,dom,mam,D AA M M AE M,6,6,/dɑmmæm/,dom-mam,0,3,dahmer|dahms|dama|domke|dommer|dommie|dram|imam,0.0,1.6094
0,donkak,easy,control,,generated,2,CVC-CVC,don,kak,D AA N K AE K,6,6,/dɑnkæk/,don-kak,0,3,anac|dahlke|dani|dano|dark|darke|dhaka|dhaka|docie|docked,0.0,1.6094
0,donkam,easy,control,,generated,2,CVC-CVC,don,kam,D AA N K AE M,6,6,/dɑnkæm/,don-kam,0,3,dahlke|dani|dano|dark|darke|dhaka|dhaka|docie|docked|docker,0.0,1.6094
0,donnak,easy,control,,generated,2,CVC-CVC,don,nak,D AA N N AE K,6,6,/dɑnnæk/,don-nak,0,3,anac|dahlke|dani|dano|dark|darke|darn|domke|donar|donde,0.0,1.6094
0,dopkak,easy,control,,generated,2,CVC-CVC,dop,kak,D AA P K AE K,6,6,/dɑpkæk/,dop-kak,0,3,aipac|dahlke|dark|darke|dhaka|dhaka|docie|docked|docker|docks,0.0,1.6094
0,doskak,easy,control,,generated,2,CVC-CVC,dos,kak,D AA S K AE K,6,6,/dɑskæk/,dos-kak,0,3,cyacq|dahlke|dark|darke|dasa|desk|dhaka|dhaka|disc|disk,0.0,1.6094
0,dukkak,easy,control,,generated,2,CVC-CVC,duk,kak,D AH K K AE K,6,6,/dʌkkæk/,duk-kak,0,3,aback|adak|attack|clack|crack|decoy|dekay|dhaka|ducked|ducker,0.0,1.6094
0,dukkam,easy,control,,generated,2,CVC-CVC,duk,kam,D AH K K AE M,6,6,/dʌkkæm/,duk-kam,0,3,alam|clam|cram|decoy|dekay|dhaka|dram|ducked|ducker|ducks,0.0,1.6094
0,dukmak,easy,control,,generated,2,CVC-CVC,duk,mak,D AH K M AE K,6,6,/dʌkmæk/,duk-mak,0,3,aback|adak|ahmeek|amass|amok|amuck|attack|clack|crack|decoy,0.0,1.6094
0,duknak,easy,control,,generated,2,CVC-CVC,duk,nak,D AH K N AE K,6,6,/dʌknæk/,duk-nak,0,3,aback|adak|anac|attack|clack|crack|decoy|dekay|dhaka|donais,0.0,1.6094
0,dumkak,easy,control,,generated,2,CVC-CVC,dum,kak,D AH M K AE K,6,6,/dʌmkæk/,dum-kak,0,3,aback|adak|ahmeek|amass|amok|amuck|attack|decoy|dekay|dhaka,0.0,1.6094
0,dummak,easy,control,,generated,2,CVC-CVC,dum,mak,D AH M M AE K,6,6,/dʌmmæk/,dum-mak,0,3,aback|adak|ahmeek|amass|amok|amuck|attack|domke|dumais|dumber,0.0,1.6094
0,fakkek,easy,control,,generated,2,CVC-CVC,fak,kek,F AE K K EH K,6,6,/fækkɛk/,fak-kek,0,3,creque|fact|facts|falck|fax|fleck|frech|freck|kleck|krech,0.0,1.6094
0,fakkem,easy,control,,generated,2,CVC-CVC,fak,kem,F AE K K EH M,6,6,/fækkɛm/,fak-kem,0,3,clem|fact|facts|falck|fax|klem|klemm|klemme|phlegm,0.0,1.6094
0,fakken,easy,control,,generated,2,CVC-CVC,fak,ken,F AE K K EH N,6,6,/fækkɛn/,fak-ken,0,3,achorn|cayenne|cayenne|fact|facts|falck|fax|kren|krenn,0.0,1.6094
0,fakkik,easy,control,,generated,2,CVC-CVC,fak,kik,F AE K K IH K,6,6,/fækkɪk/,fak-kik,0,3,achill|alec|allick|amick|annick|aric|arrick|asic|attic|click,0.0,1.6094
1,fakkim,easy,control,,generated,2,CVC-CVC,fak,kim,F AE K K IH M,6,6,/fækkɪm/,fak-kim,0,3,achill|clim|crim|crimm|fact|facts|falck|fax|flim|klim,0.0,1.6094
0,fakmek,easy,control,,generated,2,CVC-CVC,fak,mek,F AE K M EH K,6,6,/fækmɛk/,fak-mek,0,3,acme|amev|amick|creque|fact|facts|falck|fax|fleck|frech,0.0,1.6094
0,fakmem,easy,control,,generated,2,CVC-CVC,fak,mem,F AE K M EH M,6,6,/fækmɛm/,fak-mem,0,3,acme|amev|clem|fact|facts|fax|khmer|klem|klemm|klemme,0.0,1.6094
